Class,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33
Down Dog,0.38508784770965576,0.7025278210639954,-0.004813191015273333,0.3640444874763489,0.7052842378616333,-0.031442757695913315,0.36166495084762573,0.700771689414978,-0.03141530603170395,0.3592464327812195,0.6962485909461975,-0.03145294636487961,0.36454445123672485,0.7059330940246582,0.012566809542477131,0.36261144280433655,0.7021841406822205,0.012576558627188206,0.36053818464279175,0.6984412670135498,0.012642905116081238,0.3478880524635315,0.6494521498680115,-0.10743285715579987,0.34951287508010864,0.6530614495277405,0.096622534096241,0.3908352255821228,0.6719098687171936,-0.02631552517414093,0.39215636253356934,0.673101007938385,0.032787781208753586,0.3785116672515869,0.5547910332679749,-0.15813377499580383,0.3824591040611267,0.534285306930542,0.18223035335540771,0.2715798616409302,0.7512482404708862,-0.3328631520271301,0.28239771723747253,0.6947963237762451,0.26410436630249023,0.141559898853302,0.8853632807731628,-0.29748961329460144,0.1878792643547058,0.8169050812721252,0.09399539232254028,0.11108964681625366,0.9004703760147095,-0.34632056951522827,0.1472506821155548,0.8410879969596863,0.09110851585865021,0.10521998256444931,0.8902096152305603,-0.301046758890152,0.14297527074813843,0.8455705642700195,0.05025457218289375,0.11622786521911621,0.8859474062919617,-0.28072723746299744,0.1529790163040161,0.8440008163452148,0.07391948252916336,0.6085002422332764,0.12001741677522659,-0.15314897894859314,0.6026333570480347,0.13361042737960815,0.15348953008651733,0.6938109993934631,0.5206713080406189,-0.11432752758264542,0.6823012232780457,0.5039972066879272,0.15491344034671783,0.8568252921104431,0.8025591969490051,-0.08291728794574738,0.8355681896209717,0.7684662938117981,0.2400563657283783,0.8983273506164551,0.8510749340057373,-0.08939790725708008,0.870050311088562,0.8116472959518433,0.24152354896068573,0.7818809747695923,0.9306160807609558,-0.21582403779029846,0.7634751796722412,0.9046041369438171,0.16508106887340546
Down Dog,0.715764045715332,0.5475884675979614,0.009666468016803265,0.729919970035553,0.5274620056152344,0.021470408886671066,0.7295781373977661,0.5238875150680542,0.021418768912553787,0.7290052771568298,0.5199915170669556,0.021413294598460197,0.7288991212844849,0.5275543928146362,-0.010101842693984509,0.7280606031417847,0.5243237018585205,-0.01027519628405571,0.7269984483718872,0.520635187625885,-0.010431329719722271,0.7174685001373291,0.49247127771377563,0.07500065863132477,0.7149577736854553,0.49303385615348816,-0.07402925193309784,0.7009905576705933,0.538916826248169,0.03555025905370712,0.7006694078445435,0.5376171469688416,-0.008617809973657131,0.6682733297348022,0.4692738950252533,0.17004527151584625,0.6662464141845703,0.48385074734687805,-0.1332601010799408,0.7307995557785034,0.5737011432647705,0.232546865940094,0.7334697246551514,0.5940277576446533,-0.244490846991539,0.8022553324699402,0.659935712814331,0.07319913059473038,0.825635552406311,0.6968672275543213,-0.2565895617008209,0.8279163241386414,0.6676598787307739,0.09228084981441498,0.8536309003829956,0.7128623723983765,-0.31040677428245544,0.8315567374229431,0.6670466661453247,0.03519919142127037,0.8568571209907532,0.7031763792037964,-0.2590767741203308,0.8223139047622681,0.6653133630752563,0.051793575286865234,0.847625195980072,0.6969791650772095,-0.23825284838676453,0.4836350083351135,0.26428279280662537,0.13660664856433868,0.473824143409729,0.256948858499527,-0.13625818490982056,0.39325398206710815,0.4800812304019928,0.18297505378723145,0.3676955997943878,0.4726620018482208,-0.06970743089914322,0.3373729884624481,0.6331583261489868,0.2740122973918915,0.2863840162754059,0.6646987199783325,-0.023102862760424614,0.30743736028671265,0.6558910608291626,0.27974873781204224,0.2619498372077942,0.6803228855133057,-0.029406104236841202,0.3805556297302246,0.6705387830734253,0.21893928945064545,0.3366716802120209,0.7131718397140503,-0.1416884958744049
Down Dog,0.5303046703338623,0.608648419380188,-0.049304526299238205,0.5146266222000122,0.6231074929237366,-0.07018581032752991,0.5106709599494934,0.6216123104095459,-0.07021555304527283,0.5066260099411011,0.6198622584342957,-0.0702786073088646,0.5175105333328247,0.6262502670288086,-0.035482257604599,0.515852689743042,0.6272987723350525,-0.03545428812503815,0.5141227841377258,0.6282463073730469,-0.03541141748428345,0.48634785413742065,0.6018531322479248,-0.12050805985927582,0.4971046447753906,0.6100877523422241,0.04457145184278488,0.5231338739395142,0.5871608257293701,-0.05931419879198074,0.5280492305755615,0.5913986563682556,-0.0117118451744318,0.4723094403743744,0.5099351406097412,-0.14281336963176727,0.5000536441802979,0.5256064534187317,0.10987631976604462,0.4105098843574524,0.6522181034088135,-0.30659765005111694,0.433368057012558,0.6512892246246338,0.18628326058387756,0.31430819630622864,0.7780821919441223,-0.27679112553596497,0.3718683123588562,0.7404084205627441,0.05900363624095917,0.28724411129951477,0.8006883859634399,-0.31362050771713257,0.3347596526145935,0.7515855431556702,0.05560861527919769,0.28200942277908325,0.7941256165504456,-0.27608492970466614,0.3395449221134186,0.7551372051239014,0.024933192878961563,0.29285144805908203,0.788131058216095,-0.26240256428718567,0.3506823480129242,0.7533050775527954,0.044470060616731644,0.651991605758667,0.2936391234397888,-0.12040650844573975,0.6617655158042908,0.32159972190856934,0.12083535641431808,0.7705323100090027,0.5184208154678345,-0.12842409312725067,0.7542555332183838,0.5109461545944214,0.1202131062746048,0.8587992191314697,0.7498981356620789,-0.14474430680274963,0.8350982069969177,0.7297859191894531,0.1479474902153015,0.8890059590339661,0.7819066643714905,-0.15252278745174408,0.8538694381713867,0.7634618282318115,0.14777371287345886,0.8066427111625671,0.8128230571746826,-0.2568280100822449,0.792242169380188,0.7973684668540955,0.0895649641752243
Down Dog,0.4921981692314148,0.6768985986709595,-0.019564999267458916,0.5052742958068848,0.6906454563140869,-0.009565584361553192,0.5072911977767944,0.6887915134429932,-0.009561333805322647,0.5097015500068665,0.6860467791557312,-0.0095199104398489,0.5044803619384766,0.6909888386726379,-0.045900609344244,0.5056356191635132,0.6898472905158997,-0.046076688915491104,0.5068535804748535,0.688101053237915,-0.046084292232990265,0.5246087908744812,0.6484284400939941,0.04440774396061897,0.5143910646438599,0.661393940448761,-0.12725093960762024,0.4900127351284027,0.650968611240387,0.008529004640877247,0.4881865978240967,0.6495429277420044,-0.04154851660132408,0.5245332717895508,0.5219912528991699,0.10461099445819855,0.4961091876029968,0.5637147426605225,-0.12992551922798157,0.5966872572898865,0.6190646290779114,0.24414844810962677,0.5642338395118713,0.7248404026031494,-0.28638702630996704,0.6701542139053345,0.712186336517334,0.1112281084060669,0.6644196510314941,0.8196290135383606,-0.2558402717113495,0.692439615726471,0.7187892198562622,0.1253991574048996,0.6959596276283264,0.8523911237716675,-0.2821507751941681,0.6922923922538757,0.7295584678649902,0.08216076344251633,0.6988593339920044,0.8277509808540344,-0.23721253871917725,0.6836128830909729,0.7314386367797852,0.09558184444904327,0.6881606578826904,0.8111761212348938,-0.23552176356315613,0.33404216170310974,0.24242065846920013,0.10007546842098236,0.31419235467910767,0.2424149364233017,-0.10008851438760757,0.2563279867172241,0.4769246280193329,0.1828758865594864,0.24658283591270447,0.49489420652389526,0.028720324859023094,0.1830710917711258,0.6863877773284912,0.2889504134654999,0.16187766194343567,0.7351474165916443,0.10656676441431046,0.16443243622779846,0.7226042747497559,0.29383736848831177,0.1390385776758194,0.7734531164169312,0.10300406068563461,0.2425834685564041,0.76908278465271,0.23028011620044708,0.2234015017747879,0.7957151532173157,0.024163613095879555
Down Dog,0.44384557008743286,0.7318837642669678,-0.0011303455103188753,0.431525856256485,0.7500938773155212,-0.030698765069246292,0.4294157922267914,0.7488719820976257,-0.03063446469604969,0.4273814260959625,0.7471544146537781,-0.03061559796333313,0.43180230259895325,0.7500542402267456,0.014798703603446484,0.4299829602241516,0.7491656541824341,0.014831018634140491,0.4281180500984192,0.7478805184364319,0.01489462424069643,0.4136652648448944,0.7185987830162048,-0.1134331077337265,0.4150790572166443,0.7177180051803589,0.09565412998199463,0.4421843886375427,0.7050789594650269,-0.025048846378922462,0.44375544786453247,0.7051535248756409,0.03540997579693794,0.4022279977798462,0.6451230049133301,-0.17660190165042877,0.40438976883888245,0.6150875091552734,0.18736277520656586,0.34573498368263245,0.7987939119338989,-0.3812482953071594,0.34951353073120117,0.7503237724304199,0.2815566956996918,0.2650776505470276,0.9243344664573669,-0.3834490180015564,0.2825480103492737,0.8521286845207214,0.10067272931337357,0.2382986843585968,0.9349880218505859,-0.4293099641799927,0.25756776332855225,0.853900671005249,0.09596322476863861,0.23187749087810516,0.9250447154045105,-0.3954954147338867,0.25482702255249023,0.8579152226448059,0.04841900244355202,0.24073077738285065,0.9208046197891235,-0.37029436230659485,0.2635182738304138,0.8591327667236328,0.07805489748716354,0.5351802110671997,0.25682488083839417,-0.14747273921966553,0.533523678779602,0.2398797869682312,0.14791239798069,0.6324957609176636,0.5413435697555542,-0.10625254362821579,0.6237678527832031,0.5279014706611633,0.1528746783733368,0.7212581634521484,0.8329358696937561,-0.0556662492454052,0.7101715803146362,0.800481379032135,0.25025346875190735,0.7439069747924805,0.864538848400116,-0.05851132422685623,0.7351932525634766,0.8499124646186829,0.25397953391075134,0.6649356484413147,0.915143609046936,-0.1794252246618271,0.6575393676757812,0.8916069865226746,0.17444661259651184
Down Dog,0.4643954038619995,0.6843523979187012,0.0027115282136946917,0.4483768343925476,0.6942217350006104,-0.02410416677594185,0.4458940625190735,0.6921294927597046,-0.02406110055744648,0.44334179162979126,0.6894659399986267,-0.024054670706391335,0.44891130924224854,0.6940125823020935,0.016295412555336952,0.4468751847743988,0.6922070980072021,0.016317378729581833,0.4446955621242523,0.6899285912513733,0.016372187063097954,0.4312204420566559,0.6582455635070801,-0.10414525866508484,0.43478280305862427,0.660590648651123,0.08208263665437698,0.4641819894313812,0.6595836877822876,-0.020300880074501038,0.465778648853302,0.660800039768219,0.033559881150722504,0.43710780143737793,0.5800575613975525,-0.1549091339111328,0.45084044337272644,0.5748113393783569,0.16207972168922424,0.3788606524467468,0.7145509719848633,-0.3353869915008545,0.38870730996131897,0.6916983127593994,0.25965818762779236,0.30057698488235474,0.8544286489486694,-0.28378015756607056,0.31795114278793335,0.8148790597915649,0.08880846202373505,0.2716941833496094,0.864911675453186,-0.3215430974960327,0.292667031288147,0.8260347843170166,0.08677417039871216,0.2675993740558624,0.8601524829864502,-0.2744583189487457,0.29135584831237793,0.8314175605773926,0.04053828865289688,0.2776486277580261,0.8581053018569946,-0.26410672068595886,0.30112773180007935,0.8299890756607056,0.0670681968331337,0.6314154267311096,0.3188127279281616,-0.12676644325256348,0.632523775100708,0.3257907032966614,0.12715113162994385,0.7076805233955383,0.559899628162384,-0.07432080805301666,0.7045744061470032,0.5518312454223633,0.13650982081890106,0.8008953332901001,0.7898105382919312,-0.04343249648809433,0.7910549640655518,0.7614909410476685,0.22302056849002838,0.8312846422195435,0.8322069644927979,-0.049073852598667145,0.8184282183647156,0.7977612018585205,0.22643357515335083,0.7432935237884521,0.8533835411071777,-0.16022537648677826,0.7338051795959473,0.828110933303833,0.15471681952476501
Down Dog,0.36402440071105957,0.7466646432876587,-0.026182513684034348,0.34656691551208496,0.757939338684082,-0.0628676563501358,0.3448818325996399,0.757148802280426,-0.06286968290805817,0.3433745801448822,0.7563400864601135,-0.06292302906513214,0.3461703062057495,0.7567380666732788,-0.011878731660544872,0.34416070580482483,0.7551621198654175,-0.011848464608192444,0.34225332736968994,0.7537209391593933,-0.01184113509953022,0.3315458595752716,0.7332482933998108,-0.16358058154582977,0.3311895728111267,0.7288284301757812,0.07134486734867096,0.364226758480072,0.7279998660087585,-0.05500084534287453,0.365511417388916,0.7267168760299683,0.013090759515762329,0.33879554271698,0.6553859710693359,-0.236476331949234,0.34536659717559814,0.6352546215057373,0.18136203289031982,0.2779619097709656,0.807823121547699,-0.4445844888687134,0.2968972325325012,0.770085871219635,0.26258930563926697,0.19155651330947876,0.9194505214691162,-0.42789047956466675,0.22723515331745148,0.857169508934021,0.06203288957476616,0.16275078058242798,0.9388328194618225,-0.4850527048110962,0.20066121220588684,0.868032693862915,0.05773190036416054,0.15789902210235596,0.9303141832351685,-0.44487279653549194,0.19901108741760254,0.8688528537750244,0.009126268327236176,0.1677161157131195,0.9225009679794312,-0.4131689965724945,0.20525336265563965,0.8691763877868652,0.03783264756202698,0.5262155532836914,0.35261183977127075,-0.16740058362483978,0.5244583487510681,0.3479703962802887,0.16804228723049164,0.6347220540046692,0.6106327772140503,-0.12846367061138153,0.6315377950668335,0.6049239635467529,0.1762849986553192,0.7349528670310974,0.8560218214988708,-0.09564580768346786,0.7257965803146362,0.8373602628707886,0.2566443085670471,0.7620081305503845,0.8970655202865601,-0.10057895630598068,0.7517653703689575,0.8824925422668457,0.2597087621688843,0.6575448513031006,0.9172742366790771,-0.24116234481334686,0.6509066224098206,0.9049137830734253,0.17325633764266968
Down Dog,0.40144091844558716,0.6764802932739258,-0.010610008612275124,0.38500139117240906,0.6788588762283325,-0.03858674690127373,0.38392555713653564,0.6758117079734802,-0.03854524344205856,0.38285988569259644,0.67230224609375,-0.038542695343494415,0.3851827085018158,0.6777544021606445,0.001871416810899973,0.3841991424560547,0.6744174957275391,0.0018518007127568126,0.3831380605697632,0.6706478595733643,0.0018900209106504917,0.38112038373947144,0.635498583316803,-0.11854832619428635,0.3806550204753876,0.633271336555481,0.06747902184724808,0.409782350063324,0.6546432375907898,-0.03272562101483345,0.41093453764915466,0.6542878746986389,0.021295374259352684,0.41012054681777954,0.5632774233818054,-0.16213944554328918,0.411731481552124,0.545923113822937,0.14965756237506866,0.3240445554256439,0.7004214525222778,-0.30709344148635864,0.3259980380535126,0.6740327477455139,0.2436237782239914,0.22732406854629517,0.8223082423210144,-0.26604607701301575,0.252390056848526,0.7727261185646057,0.09764653444290161,0.20034390687942505,0.8342776298522949,-0.3046209216117859,0.2248414307832718,0.7832559943199158,0.10296300053596497,0.19581571221351624,0.8258761763572693,-0.26217910647392273,0.2224581092596054,0.7862950563430786,0.058929648250341415,0.2038651406764984,0.8230865001678467,-0.24850989878177643,0.23135919868946075,0.7840033769607544,0.07841771095991135,0.598293125629425,0.24772107601165771,-0.12643390893936157,0.5894469022750854,0.24212639033794403,0.1267455518245697,0.6689823865890503,0.5189855098724365,-0.0354091115295887,0.6681341528892517,0.5204636454582214,0.18010230362415314,0.7627204656600952,0.7663716077804565,0.04376918449997902,0.7483059167861938,0.7328604459762573,0.30661362409591675,0.7898451089859009,0.8128681182861328,0.043679460883140564,0.7747393250465393,0.7876585721969604,0.31478792428970337,0.6893652677536011,0.819521963596344,-0.04839624464511871,0.6826737523078918,0.812350332736969,0.2683713734149933
Down Dog,0.43777838349342346,0.7479646801948547,-0.034917935729026794,0.42567360401153564,0.7523030042648315,-0.06202126294374466,0.42420244216918945,0.7512106895446777,-0.06196393817663193,0.4227573275566101,0.7500526309013367,-0.06195325404405594,0.4251958727836609,0.7522663474082947,-0.020679417997598648,0.42352303862571716,0.7512909173965454,-0.02062354050576687,0.42187774181365967,0.7503255009651184,-0.020473480224609375,0.41337740421295166,0.7338947057723999,-0.1321880966424942,0.41373494267463684,0.7336205244064331,0.059951577335596085,0.43968984484672546,0.7348911166191101,-0.05396422743797302,0.4405704140663147,0.7355058193206787,0.0018607309320941567,0.42135071754455566,0.6861757040023804,-0.1781659722328186,0.4231472611427307,0.677341103553772,0.1558900773525238,0.35413408279418945,0.7561041116714478,-0.3536195755004883,0.3565707206726074,0.7370581030845642,0.24843119084835052,0.26267513632774353,0.8017810583114624,-0.3389243483543396,0.2864527404308319,0.777569055557251,0.06153249368071556,0.22992372512817383,0.8110098838806152,-0.3844563364982605,0.26003625988960266,0.7763057351112366,0.05651688948273659,0.22434759140014648,0.8049759864807129,-0.3466518223285675,0.2564081847667694,0.7786937952041626,0.01080640684813261,0.23467200994491577,0.8026509284973145,-0.32462501525878906,0.26416459679603577,0.7811175584793091,0.03963408246636391,0.5821481347084045,0.5170714855194092,-0.14134158194065094,0.5757327675819397,0.5177544951438904,0.14159736037254333,0.6181012392044067,0.6621354222297668,-0.09800419956445694,0.6207361221313477,0.6566668152809143,0.19431017339229584,0.7349634766578674,0.7583696842193604,0.01519295945763588,0.7218429446220398,0.7469030022621155,0.3296773135662079,0.765251100063324,0.7652754783630371,0.01996881514787674,0.7456775903701782,0.7539913654327393,0.3369540274143219,0.690727710723877,0.7929566502571106,-0.04773964360356331,0.6851272583007812,0.7860692739486694,0.2964697480201721
Down Dog,0.31509023904800415,0.5862972736358643,0.023186303675174713,0.29671043157577515,0.5924873352050781,-0.013074233196675777,0.2940680980682373,0.5909836292266846,-0.013070013374090195,0.2914689779281616,0.5890817046165466,-0.013110795989632607,0.296625554561615,0.591700553894043,0.03472445160150528,0.29405954480171204,0.5901249647140503,0.03479476645588875,0.29144489765167236,0.5881446599960327,0.034831661731004715,0.2754914462566376,0.558579683303833,-0.11423029750585556,0.27984869480133057,0.5609947443008423,0.10651643574237823,0.3149646520614624,0.5641367435455322,-0.003950050100684166,0.31605127453804016,0.5641766786575317,0.06048610806465149,0.2792183756828308,0.4755147695541382,-0.19786423444747925,0.3105490505695343,0.4805085361003876,0.22621405124664307,0.21761614084243774,0.6482146382331848,-0.3995363116264343,0.24253009259700775,0.6182358264923096,0.34002095460891724,0.13666364550590515,0.8059513568878174,-0.3247615694999695,0.16820530593395233,0.7522327899932861,0.1589668095111847,0.09644445776939392,0.837982177734375,-0.3743107318878174,0.13056334853172302,0.755886435508728,0.16786110401153564,0.0934552550315857,0.8248950242996216,-0.3138185441493988,0.1276409924030304,0.7608453035354614,0.10733702033758163,0.10750916600227356,0.8143476247787476,-0.3001342713832855,0.13927018642425537,0.7644026279449463,0.1309960037469864,0.5611798763275146,0.2545904815196991,-0.1691213995218277,0.5631721019744873,0.2737162411212921,0.16945244371891022,0.7361570596694946,0.49118760228157043,-0.12438076734542847,0.7113226056098938,0.4816671311855316,0.1845199465751648,0.8785251379013062,0.7271671295166016,-0.07740544527769089,0.8568466901779175,0.7011091709136963,0.2594471573829651,0.9179055690765381,0.7726073265075684,-0.08033893257379532,0.8892433047294617,0.7392029762268066,0.25940191745758057,0.8130866885185242,0.7978016138076782,-0.18671225011348724,0.801658034324646,0.770367443561554,0.16248288750648499
